Sample	Family.ID	SubPopulation	Population.Description	Gender	Population
HG03016	PK35	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03022	HG03022	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG02701	PK22	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03654	PK53	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03021	PK37	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03653	PK53	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03017	PK35	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03230	PK38	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03652	PK53	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03019	PK36	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03649	PK52	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG02700	PK22	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03761	PK63	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03650	PK52	PJL	Punjabi in Lahore,Pakistan	female	SAS
HG03651	PK52	PJL	Punjabi in Lahore,Pakistan	male	SAS
HG03018	PK36	PJL	Punjabi in Lahore,Pakistan	male	SAS

HG03695	ST023	STU	Sri Lankan Tamil in the UK	male	SAS
HG03741	ST038	STU	Sri Lankan Tamil in the UK	female	SAS
HG03897	ST115	STU	Sri Lankan Tamil in the UK	female	SAS
HG03672	ST008	STU	Sri Lankan Tamil in the UK	male	SAS
HG03673	ST010	STU	Sri Lankan Tamil in the UK	female	SAS
HG03743	ST046	STU	Sri Lankan Tamil in the UK	male	SAS
HG03694	ST022	STU	Sri Lankan Tamil in the UK	male	SAS
HG03696	ST024	STU	Sri Lankan Tamil in the UK	male	SAS
HG03697	ST025	STU	Sri Lankan Tamil in the UK	male	SAS
HG04067	ST116	STU	Sri Lankan Tamil in the UK	female	SAS
HG03740	ST038	STU	Sri Lankan Tamil in the UK	male	SAS
HG03736	ST043	STU	Sri Lankan Tamil in the UK	female	SAS
HG03738	ST044	STU	Sri Lankan Tamil in the UK	male	SAS
HG03836	ST074	STU	Sri Lankan Tamil in the UK	female	SAS
HG03680	ST009	STU	Sri Lankan Tamil in the UK	male	SAS
HG03838	ST078	STU	Sri Lankan Tamil in the UK	female	SAS
HG04075	ST190	STU	Sri Lankan Tamil in the UK	female	SAS
HG03682	ST012	STU	Sri Lankan Tamil in the UK	male	SAS
HG03837	ST079	STU	Sri Lankan Tamil in the UK	male	SAS
HG03884	ST039	STU	Sri Lankan Tamil in the UK	female	SAS
HG03885	ST016	STU	Sri Lankan Tamil in the UK	male	SAS
HG03886	ST016	STU	Sri Lankan Tamil in the UK	female	SAS
HG03683	ST012	STU	Sri Lankan Tamil in the UK	female	SAS
HG03690	ST018	STU	Sri Lankan Tamil in the UK	female	SAS
HG03985	ST144	STU	Sri Lankan Tamil in the UK	male	SAS
HG03986	ST106	STU	Sri Lankan Tamil in the UK	female	SAS
HG03988	ST145	STU	Sri Lankan Tamil in the UK	male	SAS
HG03989	ST145	STU	Sri Lankan Tamil in the UK	female	SAS
HG03679	ST006	STU	Sri Lankan Tamil in the UK	male	SAS
HG03840	ST024	STU	Sri Lankan Tamil in the UK	male	SAS
HG03744	ST047	STU	Sri Lankan Tamil in the UK	male	SAS
HG03745	ST049	STU	Sri Lankan Tamil in the UK	male	SAS
HG03698	ST026	STU	Sri Lankan Tamil in the UK	female	SAS
HG03684	ST012	STU	Sri Lankan Tamil in the UK	female	SAS
HG03685	ST013	STU	Sri Lankan Tamil in the UK	male	SAS
HG03887	ST106	STU	Sri Lankan Tamil in the UK	male	SAS
HG03733	ST041	STU	Sri Lankan Tamil in the UK	female	SAS
HG03688	ST016	STU	Sri Lankan Tamil in the UK	male	SAS
HG03689	ST017	STU	Sri Lankan Tamil in the UK	female	SAS
HG03835	ST024	STU	Sri Lankan Tamil in the UK	female	SAS
HG03894	ST111	STU	Sri Lankan Tamil in the UK	female	SAS
HG03895	ST107	STU	Sri Lankan Tamil in the UK	female	SAS
HG03991	ST143	STU	Sri Lankan Tamil in the UK	male	SAS
HG03681	ST011	STU	Sri Lankan Tamil in the UK	male	SAS
HG03995	ST021	STU	Sri Lankan Tamil in the UK	female	SAS
HG03998	ST147	STU	Sri Lankan Tamil in the UK	male	SAS
HG03845	ST081	STU	Sri Lankan Tamil in the UK	male	SAS
HG03846	ST080	STU	Sri Lankan Tamil in the UK	male	SAS
HG03686	ST014	STU	Sri Lankan Tamil in the UK	male	SAS
HG03687	ST015	STU	Sri Lankan Tamil in the UK	male	SAS
HG03849	ST082	STU	Sri Lankan Tamil in the UK	female	SAS
HG03850	ST082	STU	Sri Lankan Tamil in the UK	male	SAS
HG03851	ST089	STU	Sri Lankan Tamil in the UK	male	SAS
HG03854	ST094	STU	Sri Lankan Tamil in the UK	male	SAS
HG03856	ST092	STU	Sri Lankan Tamil in the UK	male	SAS
HG03896	ST111	STU	Sri Lankan Tamil in the UK	male	SAS
HG04114	ST120	STU	Sri Lankan Tamil in the UK	male	SAS
HG03842	ST075	STU	Sri Lankan Tamil in the UK	female	SAS
HG03844	ST075	STU	Sri Lankan Tamil in the UK	male	SAS
HG03711	ST027	STU	Sri Lankan Tamil in the UK	male	SAS
HG03999	ST007	STU	Sri Lankan Tamil in the UK	male	SAS
HG03746	ST050	STU	Sri Lankan Tamil in the UK	male	SAS
HG04204	ST006	STU	Sri Lankan Tamil in the UK	male	SAS
HG03982	ST091	STU	Sri Lankan Tamil in the UK	male	SAS
HG04006	ST078	STU	Sri Lankan Tamil in the UK	male	SAS
HG04208	ST186	STU	Sri Lankan Tamil in the UK	female	SAS
HG03890	ST110	STU	Sri Lankan Tamil in the UK	male	SAS
HG04210	ST186	STU	Sri Lankan Tamil in the UK	male	SAS
HG03990	ST142	STU	Sri Lankan Tamil in the UK	male	SAS
HG03945	ST117	STU	Sri Lankan Tamil in the UK	female	SAS
HG03992	ST116	STU	Sri Lankan Tamil in the UK	male	SAS
HG04215	ST006	STU	Sri Lankan Tamil in the UK	male	SAS
HG03899	ST114	STU	Sri Lankan Tamil in the UK	male	SAS
HG03900	ST115	STU	Sri Lankan Tamil in the UK	male	SAS
HG03949	ST123	STU	Sri Lankan Tamil in the UK	female	SAS
HG03847	ST083	STU	Sri Lankan Tamil in the UK	male	SAS
HG04003	ST152	STU	Sri Lankan Tamil in the UK	male	SAS
HG03642	ST006	STU	Sri Lankan Tamil in the UK	female	SAS
HG03888	ST050	STU	Sri Lankan Tamil in the UK	female	SAS
HG03644	ST004	STU	Sri Lankan Tamil in the UK	male	SAS
HG03943	ST116	STU	Sri Lankan Tamil in the UK	male	SAS
HG03944	ST116	STU	Sri Lankan Tamil in the UK	female	SAS
HG03857	ST091	STU	Sri Lankan Tamil in the UK	female	SAS
HG03947	ST118	STU	Sri Lankan Tamil in the UK	female	SAS
HG03898	ST114	STU	Sri Lankan Tamil in the UK	female	SAS
HG03693	ST021	STU	Sri Lankan Tamil in the UK	male	SAS
HG04199	ST203	STU	Sri Lankan Tamil in the UK	male	SAS
HG03948	ST010	STU	Sri Lankan Tamil in the UK	female	SAS
HG04122	ST190	STU	Sri Lankan Tamil in the UK	male	SAS
HG03848	ST084	STU	Sri Lankan Tamil in the UK	male	SAS
HG04029	ST154	STU	Sri Lankan Tamil in the UK	female	SAS
HG03643	ST004	STU	Sri Lankan Tamil in the UK	female	SAS
HG04229	ST232	STU	Sri Lankan Tamil in the UK	male	SAS
HG03645	ST002	STU	Sri Lankan Tamil in the UK	female	SAS
HG03646	ST001	STU	Sri Lankan Tamil in the UK	male	SAS
HG04100	ST203	STU	Sri Lankan Tamil in the UK	male	SAS
HG03858	ST090	STU	Sri Lankan Tamil in the UK	female	SAS
HG04047	ST173	STU	Sri Lankan Tamil in the UK	female	SAS
HG04197	ST154	STU	Sri Lankan Tamil in the UK	female	SAS
HG04115	ST111	STU	Sri Lankan Tamil in the UK	male	SAS
HG04227	ST232	STU	Sri Lankan Tamil in the UK	female	SAS
HG04035	ST094	STU	Sri Lankan Tamil in the UK	female	SAS
HG04127	ST190	STU	Sri Lankan Tamil in the UK	male	SAS
HG03951	ST013	STU	Sri Lankan Tamil in the UK	female	SAS
HG04038	ST170	STU	Sri Lankan Tamil in the UK	female	SAS
HG03691	ST019	STU	Sri Lankan Tamil in the UK	male	SAS
HG04036	ST116	STU	Sri Lankan Tamil in the UK	female	SAS
HG04099	ST203	STU	Sri Lankan Tamil in the UK	female	SAS
HG04042	ST171	STU	Sri Lankan Tamil in the UK	female	SAS
HG04033	ST076	STU	Sri Lankan Tamil in the UK	male	SAS
HG03692	ST020	STU	Sri Lankan Tamil in the UK	female	SAS
HG04107	ST176	STU	Sri Lankan Tamil in the UK	male	SAS
HG04037	ST169	STU	Sri Lankan Tamil in the UK	female	SAS
HG03755	ST052	STU	Sri Lankan Tamil in the UK	male	SAS
HG03752	ST053	STU	Sri Lankan Tamil in the UK	female	SAS
HG03950	ST090	STU	Sri Lankan Tamil in the UK	male	SAS
HG03760	ST058	STU	Sri Lankan Tamil in the UK	female	SAS
HG03754	ST051	STU	Sri Lankan Tamil in the UK	female	SAS
HG04039	ST172	STU	Sri Lankan Tamil in the UK	male	SAS
HG04228	ST232	STU	Sri Lankan Tamil in the UK	male	SAS
HG03753	ST054	STU	Sri Lankan Tamil in the UK	male	SAS
HG03955	ST119	STU	Sri Lankan Tamil in the UK	female	SAS
HG03750	ST051	STU	Sri Lankan Tamil in the UK	male	SAS
HG04040	ST010	STU	Sri Lankan Tamil in the UK	male	SAS
HG04106	ST176	STU	Sri Lankan Tamil in the UK	female	SAS
HG03757	ST046	STU	Sri Lankan Tamil in the UK	female	SAS
HG03953	ST122	STU	Sri Lankan Tamil in the UK	male	SAS
HG03756	ST052	STU	Sri Lankan Tamil in the UK	female	SAS
NA20502	NA20502	TSI	Toscani in Italy	female	EUR
NA20503	NA20503	TSI	Toscani in Italy	female	EUR
NA20504	NA20504	TSI	Toscani in Italy	female	EUR
NA20505	NA20505	TSI	Toscani in Italy	female	EUR
NA20506	NA20506	TSI	Toscani in Italy	female	EUR
NA20507	NA20507	TSI	Toscani in Italy	female	EUR
NA20508	NA20508	TSI	Toscani in Italy	female	EUR
NA20509	NA20509	TSI	Toscani in Italy	male	EUR
NA20510	NA20510	TSI	Toscani in Italy	male	EUR
NA20511	NA20511	TSI	Toscani in Italy	male	EUR
NA20512	NA20512	TSI	Toscani in Italy	male	EUR
NA20513	NA20513	TSI	Toscani in Italy	male	EUR
NA20514	NA20514	TSI	Toscani in Italy	female	EUR
NA20515	NA20515	TSI	Toscani in Italy	male	EUR
NA20516	NA20516	TSI	Toscani in Italy	male	EUR
NA20517	NA20517	TSI	Toscani in Italy	female	EUR
NA20518	NA20518	TSI	Toscani in Italy	male	EUR
NA20519	NA20519	TSI	Toscani in Italy	male	EUR
NA20520	NA20520	TSI	Toscani in Italy	male	EUR
NA20521	NA20521	TSI	Toscani in Italy	male	EUR
NA20522	NA20522	TSI	Toscani in Italy	female	EUR
NA20524	NA20524	TSI	Toscani in Italy	male	EUR
NA20525	NA20525	TSI	Toscani in Italy	male	EUR
NA20526	NA20526	TSI	Toscani in Italy	female	EUR
NA20527	NA20527	TSI	Toscani in Italy	male	EUR
NA20528	NA20528	TSI	Toscani in Italy	male	EUR
NA20529	NA20529	TSI	Toscani in Italy	female	EUR
NA20530	NA20530	TSI	Toscani in Italy	female	EUR
NA20531	NA20531	TSI	Toscani in Italy	female	EUR
NA20532	NA20532	TSI	Toscani in Italy	male	EUR
NA20533	NA20533	TSI	Toscani in Italy	female	EUR
NA20534	NA20534	TSI	Toscani in Italy	male	EUR
NA20535	NA20535	TSI	Toscani in Italy	female	EUR
NA20536	NA20536	TSI	Toscani in Italy	male	EUR
NA20537	NA20537	TSI	Toscani in Italy	male	EUR
NA20538	NA20538	TSI	Toscani in Italy	male	EUR
NA20539	NA20539	TSI	Toscani in Italy	male	EUR
NA20540	NA20540	TSI	Toscani in Italy	female	EUR
NA20541	NA20541	TSI	Toscani in Italy	female	EUR
NA20542	NA20542	TSI	Toscani in Italy	female	EUR
NA20543	NA20543	TSI	Toscani in Italy	male	EUR
NA20544	NA20544	TSI	Toscani in Italy	male	EUR
NA20581	NA20581	TSI	Toscani in Italy	male	EUR
NA20582	NA20582	TSI	Toscani in Italy	female	EUR
NA20585	NA20585	TSI	Toscani in Italy	female	EUR
NA20586	NA20586	TSI	Toscani in Italy	male	EUR
NA20587	NA20587	TSI	Toscani in Italy	female	EUR
NA20588	NA20588	TSI	Toscani in Italy	male	EUR
NA20589	NA20589	TSI	Toscani in Italy	female	EUR
NA20752	NA20752	TSI	Toscani in Italy	male	EUR
NA20753	NA20753	TSI	Toscani in Italy	female	EUR
NA20754	NA20754	TSI	Toscani in Italy	male	EUR
NA20755	NA20755	TSI	Toscani in Italy	male	EUR
NA20756	NA20756	TSI	Toscani in Italy	female	EUR
NA20757	NA20757	TSI	Toscani in Italy	female	EUR
NA20758	NA20758	TSI	Toscani in Italy	male	EUR
NA20759	NA20759	TSI	Toscani in Italy	male	EUR
NA20760	NA20760	TSI	Toscani in Italy	female	EUR
NA20761	NA20761	TSI	Toscani in Italy	female	EUR
NA20762	NA20762	TSI	Toscani in Italy	male	EUR
NA20763	NA20763	TSI	Toscani in Italy	male	EUR
NA20764	NA20764	TSI	Toscani in Italy	female	EUR
NA20765	NA20765	TSI	Toscani in Italy	male	EUR
NA20766	NA20766	TSI	Toscani in Italy	female	EUR
NA20767	NA20767	TSI	Toscani in Italy	male	EUR
NA20768	NA20768	TSI	Toscani in Italy	female	EUR
NA20769	NA20769	TSI	Toscani in Italy	female	EUR
NA20770	NA20770	TSI	Toscani in Italy	male	EUR
NA20771	NA20771	TSI	Toscani in Italy	female	EUR
NA20772	NA20772	TSI	Toscani in Italy	female	EUR
NA20773	NA20773	TSI	Toscani in Italy	female	EUR
NA20774	NA20774	TSI	Toscani in Italy	female	EUR
NA20775	NA20775	TSI	Toscani in Italy	female	EUR
NA20778	NA20778	TSI	Toscani in Italy	male	EUR
NA20783	NA20783	TSI	Toscani in Italy	male	EUR
NA20785	NA20785	TSI	Toscani in Italy	male	EUR
NA20786	NA20786	TSI	Toscani in Italy	female	EUR
NA20787	NA20787	TSI	Toscani in Italy	male	EUR
NA20790	NA20790	TSI	Toscani in Italy	female	EUR
NA20792	NA20792	TSI	Toscani in Italy	male	EUR
NA20795	NA20795	TSI	Toscani in Italy	female	EUR
NA20796	NA20796	TSI	Toscani in Italy	male	EUR
NA20797	NA20797	TSI	Toscani in Italy	female	EUR
NA20798	NA20798	TSI	Toscani in Italy	male	EUR
NA20799	NA20799	TSI	Toscani in Italy	female	EUR
NA20800	NA20800	TSI	Toscani in Italy	female	EUR
NA20801	NA20801	TSI	Toscani in Italy	male	EUR
NA20802	NA20802	TSI	Toscani in Italy	female	EUR
NA20803	NA20803	TSI	Toscani in Italy	male	EUR
NA20804	NA20804	TSI	Toscani in Italy	female	EUR
NA20805	NA20805	TSI	Toscani in Italy	male	EUR
NA20806	NA20806	TSI	Toscani in Italy	male	EUR
NA20807	NA20807	TSI	Toscani in Italy	female	EUR
NA20808	NA20808	TSI	Toscani in Italy	female	EUR
NA20809	NA20809	TSI	Toscani in Italy	male	EUR
NA20810	NA20810	TSI	Toscani in Italy	male	EUR
NA20811	NA20811	TSI	Toscani in Italy	male	EUR
NA20812	NA20812	TSI	Toscani in Italy	male	EUR
NA20813	NA20813	TSI	Toscani in Italy	female	EUR
NA20814	NA20814	TSI	Toscani in Italy	male	EUR
NA20815	NA20815	TSI	Toscani in Italy	male	EUR
NA20816	NA20816	TSI	Toscani in Italy	male	EUR
NA20818	NA20818	TSI	Toscani in Italy	female	EUR
NA20819	NA20819	TSI	Toscani in Italy	female	EUR
NA20821	NA20821	TSI	Toscani in Italy	female	EUR
NA20822	NA20822	TSI	Toscani in Italy	female	EUR
NA20826	NA20826	TSI	Toscani in Italy	female	EUR
NA20827	NA20827	TSI	Toscani in Italy	male	EUR
NA20828	NA20828	TSI	Toscani in Italy	female	EUR
NA20829	NA20829	TSI	Toscani in Italy	male	EUR
NA20831	NA20831	TSI	Toscani in Italy	male	EUR
NA20832	NA20832	TSI	Toscani in Italy	female	EUR
NA18484	Y001	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18485	Y002	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18486	Y001	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18487	Y002	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18488	Y001	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18489	Y002	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18497	Y003	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18498	Y003	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18499	Y003	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18500	Y004	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18501	Y004	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18502	Y004	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18503	Y005	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18504	Y005	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18505	Y005	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18506	Y009	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18507	Y009	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18508	Y009	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18509	Y010	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18510	Y010a	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18511	Y010	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18515	Y013	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18516	Y013	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18517	Y013	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18518	Y014	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18519	Y014	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18520	Y014	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18521	Y016	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18522	Y016	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18523	Y016	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19210	Y050	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19211	Y050	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19213	Y110	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19214	Y110	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19215	Y110	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19221	Y058	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19222	Y058	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19223	Y058	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19224	Y057	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19225	Y057	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19226	Y057	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19235	Y116	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19236	Y116	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19237	Y116	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19238	Y117	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19239	Y117	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19240	Y117	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19247	Y120	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19248	Y120	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19249	Y120	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19252	Y025	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19254	Y062	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19256	Y092	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19257	Y092	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19258	Y092	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18916	Y030	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18917	Y030	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18923	Y033	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18924	Y033	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18925	Y033	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18930	Y030	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18933	Y036	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18934	Y036	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18935	Y036	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19139	Y043	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19140	Y071	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19141	Y071	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19142	Y071	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19092	Y040	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19093	Y040	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19094	Y040	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19095	Y041	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19096	Y041	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19097	Y041	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19098	Y105	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19099	Y105	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19100	Y105	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19101	Y042	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19102	Y042	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19103	Y042	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19104	Y080	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19105	Y080	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19107	Y006	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19108	Y006	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19109	Y006	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19113	Y079	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19114	Y079	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19115	Y079	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19116	Y060	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19117	Y100	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19118	Y100	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19119	Y060	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19120	Y060	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19121	Y061	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19122	Y061	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19123	Y061	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19127	Y077	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19128	Y077	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19129	Y077	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19130	Y101	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19131	Y101	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19132	Y101	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19137	Y043	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19138	Y043	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18858	Y012	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18859	Y012	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18860	Y012	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18861	Y024	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19143	Y074	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19144	Y074	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19145	Y074	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19146	Y075	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19147	Y075	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19148	Y075	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19149	Y073	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19150	Y073	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19151	Y073	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19152	Y072	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19153	Y072	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19154	Y072	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19159	Y056	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19160	Y056	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19161	Y056	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19166	Y049	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19171	Y047	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19172	Y047	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19173	Y047	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19174	Y100	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19175	Y044	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19176	Y044	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19177	Y044	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19184	Y039	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19185	Y039	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19186	Y039	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19189	Y111	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19190	Y111	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19191	Y111	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19195	Y108	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18852	Y018	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18853	Y018	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18854	Y018	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18855	Y023	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18856	Y023	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18857	Y023	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19201	Y045	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19202	Y045	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA19203	Y048	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA19204	Y048	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18862	Y024	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18863	Y024	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18864	Y026	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18865	Y026	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18867	Y007	YRI	Yoruba in Ibadan, Nigeria	female	AFR
NA18868	Y007	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18869	Y007	YRI	Yoruba in Ibadan, Nigeria	male	AFR
NA18870	Y017	YRI	Yoruba in Ibadan, Nigeria	female	AFR
